# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
  4.6586	 38.4481	 35.8147	3.5735e+10
  4.7253	 60.5404	  2.1207	2.8449e+10
  1.4003	 58.7328	  7.6954	3.7296e+10
 13.0251	  4.4457	  3.5731	3.2439e+10
  7.1516	  2.7076	 47.1664	3.7469e+10
 15.9459	 11.0247	 61.0335	2.9837e+10
 11.5825	 18.7883	 23.5177	3.4520e+10
 18.4715	 26.9576	 43.9064	3.7990e+10
 12.1050	 40.0283	  6.2381	3.6428e+10
 10.5489	 35.8219	 10.1885	2.0296e+10
 12.7759	 31.6099	 38.8584	1.8041e+10
 16.4671	 31.6381	 35.0765	3.8857e+10
 12.4850	 35.9139	 43.2636	3.8510e+10
 17.8571	 32.5676	 50.2085	3.7643e+10
  9.6053	 44.2261	 42.9813	4.0592e+10
 10.6402	 60.0117	  2.0977	3.8510e+10
 20.3283	  0.4039	 51.3168	3.7643e+10
 16.8576	 16.2227	 21.2725	3.7296e+10
 16.1550	  9.4078	 56.3098	3.5214e+10
 16.9868	 19.8436	 15.0050	3.0357e+10
 18.8023	 23.4902	 26.5939	3.6602e+10
 22.2385	 20.2257	 52.5998	3.6081e+10
 22.4753	 29.2124	 63.9286	3.5041e+10
 25.1869	 32.3072	  6.8955	3.0530e+10
 23.1766	 34.0714	 50.6974	1.8561e+10
 23.1014	 38.6271	 25.2231	3.6602e+10
 18.5978	 42.2273	 41.1388	3.6081e+10
 18.9106	 52.4809	 61.4986	1.0408e+10
 27.8774	  7.3579	 57.9467	2.8622e+10
 24.5037	 24.8388	 10.2605	3.2092e+10
 29.0510	 30.0924	 34.4975	3.4000e+10
 29.9798	 39.4350	 15.7612	3.6428e+10
 27.1688	 60.3522	  0.9076	3.3826e+10
 39.8613	 13.3016	 22.5581	4.1459e+10
 42.1493	 14.1783	 21.7808	3.8337e+10
 39.8839	 11.8476	 62.1093	3.5735e+10
 36.6734	 39.8098	 16.5660	3.1745e+10
 33.2951	 37.7226	 60.5576	1.6306e+10
 39.1562	 57.0062	  3.6397	3.4173e+10
 45.7239	 63.3325	 22.6238	3.6602e+10
 46.9733	  5.9648	 17.0630	3.9204e+10
 44.2840	 17.2483	 30.7832	3.6602e+10
 45.6706	 14.4321	 57.9855	3.4694e+10
 45.0688	 15.9539	  3.6341	2.9837e+10
 46.9977	 18.8845	 11.8248	3.8857e+10
 44.7763	 27.4999	 10.8159	2.5500e+10
 44.7659	 26.9303	 10.9298	3.7643e+10
 42.7849	 32.3219	 23.0150	3.1398e+10
 40.9917	 37.3456	  9.6968	3.0704e+10
 44.6905	 47.0574	 11.7682	2.3071e+10
 42.4362	 46.5668	 47.9094	2.1163e+10
 54.2354	 10.1160	 11.9621	3.6949e+10
 49.9081	 15.9793	 46.1509	3.6428e+10
 50.4334	 19.2523	 56.9823	3.6081e+10
 47.3629	 30.8240	 44.9774	3.5908e+10
 52.5796	 26.6590	 58.4271	2.3418e+10
 52.4684	 34.9188	 29.1574	2.0469e+10
 50.7148	 46.7498	 39.9702	2.1857e+10
 54.3415	 53.5206	 18.8450	4.0245e+10
 52.4727	 47.2977	 40.7467	3.9030e+10
 55.5451	 58.1845	  7.5589	3.5388e+10
 51.5508	 55.7361	 32.3171	3.0704e+10
 54.5800	 58.6224	 40.0766	3.2265e+10
 56.6008	  8.0046	  6.1667	3.7816e+10
 55.8042	  3.9586	 53.0137	2.6367e+10
 58.1846	  7.5794	  0.2733	2.7408e+10
 63.0186	 11.6016	 42.5302	3.5214e+10
 62.1187	 18.5439	  5.7265	2.2551e+10
 63.2089	 48.6558	 13.4036	3.3653e+10
 58.9836	 59.1407	  1.4236	3.7990e+10
 57.0805	 57.2110	 24.6806	2.3418e+10
  5.9870	  7.2059	  9.7297	3.3133e+10
  8.2343	  0.9672	 57.9707	2.5153e+10
  8.0330	 14.8814	 13.1299	2.5847e+10
  2.9323	  8.2685	 60.2875	3.8510e+10
  4.7771	 18.3600	  2.6697	2.4112e+10
  1.1057	 22.5528	 10.7469	3.7990e+10
  1.4909	 18.7253	 37.4368	3.5735e+10
  2.9357	 20.0832	 37.4008	3.4347e+10
  2.8814	 29.8854	 32.8455	3.6775e+10
  3.2908	 30.3088	 32.8835	1.9255e+10
  3.0516	 42.5597	 14.7125	3.7296e+10
  3.6054	 52.3330	 16.7911	3.0530e+10
  1.5061	 56.8233	  7.1468	3.8684e+10
  3.0617	 56.2290	 19.8000	3.8337e+10
  4.2934	 60.2248	 36.7351	3.0357e+10
  2.0041	 57.1126	 47.0506	3.2612e+10
 13.8227	  4.6188	  3.5478	3.1051e+10
  8.4467	  8.6879	 34.2879	3.8337e+10
 14.2497	  8.2927	 57.8923	3.5214e+10
 12.8151	 10.5515	  1.7936	4.0245e+10
  9.3958	 16.9547	 10.4707	4.0245e+10
 11.4259	 24.6213	 21.7300	1.5439e+10
 12.7775	 33.1310	  1.3885	3.2265e+10
 15.0808	 35.6915	 54.1128	3.4173e+10
  7.0273	 43.8207	 23.5870	3.7296e+10
 10.8672	 44.4825	 44.4679	3.4520e+10
 11.8372	 51.7641	  7.1662	3.6775e+10
  5.6243	 48.4931	 36.2621	3.5041e+10
 15.5716	  8.3119	  5.2171	3.1571e+10
 24.1004	 24.4280	 34.3850	2.6194e+10
 18.8537	 16.8168	 58.5000	3.4867e+10
 20.1816	 16.3709	 61.0688	3.7816e+10
 21.1775	 27.9491	 11.5092	3.4173e+10
 21.2791	 29.1723	 13.1342	2.9316e+10
 17.7839	 29.2372	 22.9703	3.7122e+10
 19.5160	 25.3410	 36.5032	3.9551e+10
 18.1366	 33.8392	 29.0875	3.5214e+10
 22.7352	 44.5087	 51.7829	3.0877e+10
 21.7147	 50.1132	 57.3616	2.7408e+10
 25.1866	 58.7579	 20.6031	3.8857e+10
 24.8493	 58.1206	 24.8230	3.8337e+10
 26.6280	  7.9057	  0.3178	1.6306e+10
 26.1008	 12.9755	 59.5241	3.5388e+10
 30.1084	 26.1681	  0.6792	3.8857e+10
 22.5801	 28.0436	 19.5634	3.6428e+10
 29.3739	 35.4980	 11.4706	3.4867e+10
 22.9180	 58.7017	 48.4534	2.3765e+10
 27.3779	 61.2257	 50.2025	3.7122e+10
 25.5067	 62.4937	 53.4480	1.5612e+10
 29.5213	 62.7693	 57.6570	3.3653e+10
 40.9270	  8.6053	 13.9722	3.3133e+10
 35.6690	  6.5552	 29.0436	4.0418e+10
 32.8443	  6.5652	 55.2268	2.0990e+10
 38.4627	 10.3586	 12.7120	3.5561e+10
 39.6647	 12.7462	 61.4141	3.3479e+10
 34.2771	 28.2132	 34.3805	2.5326e+10
 38.7585	 25.7082	 34.7265	2.9490e+10
 35.4167	 28.0959	 42.9268	3.9030e+10
 35.5113	 38.1019	 12.3059	3.0877e+10
 36.0827	 48.3300	 53.6034	4.0418e+10
 38.1078	 52.2806	 13.3338	3.9724e+10
 34.9685	 55.0679	 57.1151	4.3714e+10
 30.6519	 59.9399	 55.1184	4.0592e+10
 46.7445	  9.0280	 22.3730	3.4867e+10
 41.6617	 18.5377	 45.4621	2.7235e+10
 43.7767	 25.0705	 22.0682	3.9377e+10
 43.5325	 28.5685	 33.2109	3.8684e+10
 41.3336	 41.1680	 29.9681	2.8969e+10
 46.1858	 54.4180	 10.4386	3.6428e+10
 41.6456	 49.8802	 59.6938	2.1163e+10
 46.3627	 51.2966	  0.1163	3.3306e+10
 42.4700	 60.0153	 48.1797	3.8337e+10
 51.6913	  3.0055	  7.5041	3.7990e+10
 53.3251	  9.4317	 35.8055	2.0469e+10
 53.0466	  8.9955	  7.0916	2.3245e+10
 51.5749	 12.8069	 22.2370	1.5439e+10
 48.8473	 23.6360	 37.9218	3.7469e+10
 47.1615	 19.9863	 46.0254	3.9204e+10
 53.0610	 27.1806	 47.1107	3.7469e+10
 48.3462	 44.3308	 13.6614	1.7173e+10
 52.9038	 42.5383	 52.0533	3.4520e+10
 48.3495	 48.2278	 22.6122	3.5735e+10
 58.5892	 22.1741	 46.5870	3.6949e+10
 55.7848	 25.3517	 57.2705	1.3877e+10
 56.4317	 25.6595	 57.6791	2.3418e+10
 55.0916	 31.4245	 53.8492	8.6734e+08
 54.9614	 41.6610	 12.2764	2.8796e+10
 57.7998	 48.5627	 25.3343	3.8684e+10
 56.7505	 58.9899	 12.8657	3.7469e+10
  7.6568	 16.2822	 28.0641	2.9837e+10
  1.6132	 30.0321	 19.6322	3.6081e+10
  2.7172	 34.8444	 17.1570	3.4173e+10
  9.0592	 37.3943	 42.8067	1.9602e+10
  0.5646	 39.7881	 34.4607	3.2439e+10
  1.0472	 55.5523	 20.8870	3.4173e+10
  3.0106	 49.8467	 35.6552	3.3653e+10
  7.7871	 53.1332	 49.7312	2.3939e+10
  1.0595	 63.5086	 30.2133	3.2786e+10
  2.6420	 61.8287	 42.0278	3.1051e+10
  9.3517	  7.8609	  5.1254	3.3479e+10
 13.8358	 10.2801	 20.3498	3.4867e+10
 13.5208	  5.3158	 34.2398	4.0245e+10
 11.0111	 20.4669	 33.3612	3.3479e+10
 13.9835	 22.3125	 59.9736	2.5847e+10
 12.2017	 24.1869	 23.3106	3.5908e+10
 12.1103	 27.8019	 24.5454	1.5265e+10
 15.0110	 28.0373	 38.4974	2.7235e+10
 14.3454	 33.6394	 10.2012	1.4745e+10
 14.2792	 51.5655	 53.4829	3.7122e+10
 18.6458	  8.1238	 63.7080	3.6255e+10
 20.6875	 19.2400	 54.7151	3.1224e+10
 18.7938	 29.4798	 21.9575	3.6255e+10
 22.1273	 35.2235	 21.6975	3.7296e+10
 17.9800	 44.5285	  9.1620	1.3704e+10
 20.5271	 54.9483	  7.0349	3.7816e+10
 27.4581	  3.3968	 35.8992	3.7816e+10
 30.2120	 14.3445	 31.9599	2.8102e+10
 27.2621	 12.9716	 39.7310	2.8796e+10
 27.5664	 10.9156	 44.9918	3.8163e+10
 32.1560	 14.1883	 54.2558	3.7122e+10
 26.5423	  7.3362	 60.4761	3.1224e+10
 22.2174	 25.0590	 16.3112	3.5561e+10
 24.3278	 21.4776	 45.1532	3.5214e+10
 28.6249	 39.0292	  2.8748	2.9837e+10
 24.5289	 54.3281	 63.5317	3.2612e+10
 34.1666	 21.6082	 31.7405	2.7408e+10
 39.7428	 28.7355	  3.0393	3.8163e+10
 35.6151	 24.6583	 30.7972	3.1918e+10
 38.9951	 26.2164	 33.4990	3.9030e+10
 40.1391	 25.7114	 43.2091	3.3653e+10
 34.8521	 45.8676	 11.0266	2.6020e+10
 36.7739	 40.6129	 15.1698	3.3133e+10
 35.5237	 43.3768	 16.2072	8.8469e+09
 36.6159	 44.8252	 32.9012	4.0592e+10
 41.4874	 50.2301	 23.6806	3.3653e+10
 30.8213	 57.8771	  2.7892	3.7643e+10
 36.3575	 59.3086	 34.4027	3.4000e+10
 35.2933	 60.4677	 61.2647	3.6255e+10
 44.1552	  3.0618	 61.1400	2.6541e+10
 42.3602	 13.1250	 21.0169	3.8510e+10
 42.7191	 12.0877	 19.4056	1.2316e+10
 43.6903	 15.3354	 30.6080	3.7122e+10
 43.6335	 20.5172	 21.9339	2.6367e+10
 45.3432	 20.7080	 47.1125	3.9030e+10
 46.8561	 53.9991	 10.7135	3.9551e+10
 45.4183	 53.8442	 44.2665	2.5153e+10
 41.8509	 58.9512	 54.5011	3.5735e+10
 52.6416	  1.0495	 20.1693	1.9602e+10
 50.0305	 11.8010	  8.9853	3.5388e+10
 50.6754	 15.8157	 46.3721	2.2031e+10
 51.5186	 29.4142	 12.2587	1.6133e+10
 49.5597	 30.0832	 24.4848	3.8337e+10
 52.9785	 22.8282	 61.8633	3.4867e+10
 51.9122	 34.2536	  9.3467	3.4867e+10
 49.5469	 34.4440	 23.3719	3.9551e+10
 53.4783	 33.0077	 49.3473	3.1051e+10
 53.3675	 31.4548	 58.5351	2.8796e+10
 51.3112	 47.7193	 16.8089	1.7173e+10
 58.9030	  4.4913	  9.1994	3.3826e+10
 55.1038	  7.6551	 20.9887	3.8510e+10
 63.1886	 11.4719	 43.0965	3.5735e+10
 59.0059	 21.2263	 47.8147	1.7000e+10
 56.7415	 28.9638	 40.4975	3.5561e+10
 58.5971	 24.8400	 43.0349	3.8684e+10
 58.7013	 37.9633	 12.1133	2.2377e+10
 59.6094	 38.7320	 34.1119	4.1112e+10
 56.5949	 38.4889	 56.9483	2.4979e+10
 61.1077	 52.5587	 29.7598	1.8388e+10
  2.3317	 16.4567	 11.2860	2.4286e+10
  7.7075	 16.7421	 14.7293	3.1224e+10
  1.1314	 21.9862	 55.9652	3.2959e+10
 10.1679	 25.4319	 23.9798	3.0704e+10
  7.7323	 30.0890	 36.2967	3.4173e+10
  1.3174	 38.4235	 21.2373	3.3653e+10
  5.0044	 31.1385	 61.8629	2.3418e+10
  0.4475	 42.4370	 17.8128	2.7408e+10
  1.3802	 47.1895	 40.9584	3.6949e+10
  2.2617	 50.9650	 55.9915	3.5041e+10
  4.6867	 60.7252	  4.6710	2.7928e+10
  6.0554	 60.1373	 28.3954	1.1622e+10
 14.3511	  5.8168	 57.9944	3.7122e+10
 16.0819	 11.8851	 46.0420	2.4112e+10
  9.9420	 28.0502	 23.7944	3.7122e+10
 11.6021	 29.2172	 39.4933	3.8857e+10
 18.8104	 27.4737	 41.5437	3.8857e+10
 13.9262	 35.9789	 48.8863	3.3653e+10
 14.9973	 46.2834	 55.6400	2.8275e+10
 14.4209	 49.2713	 62.9949	3.7469e+10
 12.2659	 60.4137	 55.2005	3.7469e+10
 20.7645	 63.4730	 52.4802	3.7643e+10
 16.0371	 11.3228	 21.1350	2.8449e+10
 20.2283	 20.8926	 12.8236	3.5561e+10
 22.3344	 24.6868	 34.1502	1.5786e+10
 21.6029	 18.3040	 51.9326	2.0122e+10
 22.4922	 29.4392	 20.5284	3.8337e+10
 19.7073	 31.6916	 58.2157	3.2959e+10
 17.1782	 31.7150	 24.9779	3.0010e+10
 23.4961	 32.8511	 30.8071	3.1745e+10
 22.4891	 35.3180	 47.9696	3.4347e+10
 20.2013	 52.6109	 63.9355	2.8969e+10
 20.3960	 56.2690	 51.6734	3.6255e+10
 17.0373	 56.1441	  0.4170	3.0704e+10
 27.8656	  2.5571	 57.0734	3.5388e+10
 29.5321	  8.7096	  2.7333	3.0704e+10
 31.2272	 17.6600	 40.8255	3.9898e+10
 25.4884	 26.3086	 37.9355	2.7235e+10
 29.5756	 21.2828	 38.8114	3.4000e+10
 27.1867	 27.3664	  3.7390	4.2673e+10
 32.6904	 33.7262	 25.6313	3.2092e+10
 31.5092	 40.7584	 10.5755	3.5908e+10
 26.3452	 51.6719	 62.7542	3.7990e+10
 36.5456	 10.3821	 39.0894	3.4867e+10
 34.0591	  8.1411	 58.8866	3.1398e+10
 35.6412	 12.2075	 28.0892	2.2724e+10
 32.4293	 14.3240	 54.0298	3.7816e+10
 33.1165	  7.1739	 57.9405	3.9551e+10
 35.2277	 21.1589	 29.0920	3.6775e+10
 33.2430	 21.9722	 59.0312	3.2786e+10
 32.4431	 46.8088	  9.4965	3.6255e+10
 35.1668	 61.8927	 29.7948	3.2959e+10
 35.8232	 60.1036	 25.0414	3.8163e+10
 45.2224	  5.3118	 12.0450	3.6775e+10
 48.4636	  3.9462	 11.3375	2.6714e+10
 42.0047	  5.5393	 34.3262	3.6949e+10
 39.3275	  1.5009	 52.1314	2.8102e+10
 46.8022	 17.7328	 12.8740	3.8337e+10
 44.5223	 20.3509	 42.8599	1.8908e+10
 46.3630	 26.6307	 14.6514	2.4979e+10
 44.2612	 27.2639	 50.6277	3.7816e+10
 41.6873	 32.8250	 37.0826	4.3194e+10
 44.6320	 39.4857	 32.7318	3.4520e+10
 43.6524	 46.8557	 21.0087	3.9551e+10
 44.1228	 47.2128	 24.8026	2.2551e+10
 42.9014	 56.3768	 13.1786	3.1398e+10
 47.1928	 55.9155	 26.5714	3.3306e+10
 47.0585	  8.7409	 32.7658	3.4520e+10
 50.0158	  3.1045	  1.4448	3.5041e+10
 50.1893	  9.6094	 16.3001	3.5041e+10
 50.6417	  8.3041	 18.6459	2.8275e+10
 54.5433	 13.9992	 37.1525	3.2092e+10
 51.4823	 21.1899	 27.9950	3.5908e+10
 51.0593	 18.5242	 49.6819	3.7122e+10
 51.4733	 18.9278	 51.4284	2.7061e+10
 52.6132	 22.0590	 54.7665	3.8510e+10
 52.7134	 32.5558	 21.1195	2.9663e+10
 53.0755	 38.8695	 49.2596	2.1163e+10
 47.5375	 44.9224	 14.7262	2.8449e+10
 51.7424	 46.8720	 33.2114	1.3877e+10
 50.4006	 44.7783	 44.4416	3.6602e+10
 53.7558	 55.7602	 24.8081	3.6775e+10
 49.6838	 48.1966	 62.2318	3.8337e+10
 50.8120	 58.1619	  5.4714	2.8796e+10
 53.3330	 63.8230	 23.2548	3.7296e+10
 55.4855	  3.8480	 17.3726	2.6541e+10
 56.3544	  7.3914	 15.2255	3.2265e+10
 58.2274	 17.7588	  1.8627	3.5388e+10
 60.5368	 20.2613	 16.5380	3.7990e+10
 59.7536	 18.2871	 59.3971	3.6602e+10
 55.6203	 26.2025	  8.5881	3.2612e+10
 58.7203	 25.8975	 38.5658	1.9082e+10
 57.0491	 35.5488	 53.1352	4.1112e+10
 57.9214	 54.5418	 53.1016	3.7296e+10
 63.0580	 50.0596	 51.6546	3.6949e+10
 59.5086	 61.3082	 14.9335	2.6020e+10
  6.4400	  2.5771	 48.4798	2.9143e+10
  8.9165	 15.4796	 51.8946	3.1571e+10
  2.8032	 23.5671	 57.0998	3.2612e+10
  7.9519	 35.5566	 11.4848	3.1398e+10
 14.1870	  3.4774	 32.2661	3.4347e+10
  8.7651	 11.7255	  9.2780	2.5326e+10
 18.1566	 26.9195	 39.9866	2.5500e+10
 15.2666	 43.4709	 54.9502	3.2265e+10
 15.6172	 41.2045	 55.1001	3.7296e+10
 16.1729	 56.6751	 54.5637	3.3306e+10
 23.4982	  0.1192	 52.1169	3.6602e+10
 19.9147	 22.7247	 13.4846	3.3133e+10
 22.4617	 31.2772	 29.2031	2.8102e+10
 22.5167	 37.9990	 11.5354	2.7755e+10
 18.9745	 33.4558	 18.1632	3.6775e+10
 23.7126	 34.8447	 16.7920	3.7643e+10
 23.1101	 32.1188	 31.6082	2.9663e+10
 23.7414	 38.5795	 24.8133	3.9030e+10
 20.5555	 47.2349	 55.3827	4.0592e+10
 20.4329	 50.4254	 44.9872	3.3306e+10
 21.4733	 55.1658	 60.3852	3.1051e+10
 20.8016	 58.0723	 57.4211	3.1051e+10
 25.2735	 23.0416	 39.6871	2.3418e+10
 26.5374	 31.8082	  9.8331	2.8622e+10
 31.4311	 35.8328	 12.3010	3.8857e+10
 32.5346	 41.2873	 26.9215	1.5092e+10
 26.5873	 50.7684	  3.6657	1.8561e+10
 26.0001	 58.5474	 58.2228	2.6888e+10
 34.1826	  6.5836	 26.9267	3.4867e+10
 33.6250	 32.2058	 16.7793	2.9490e+10
 34.6298	 40.7355	 14.9070	1.9082e+10
 37.3015	 49.1670	 53.0784	3.6775e+10
 35.7610	 49.7945	 62.5244	3.7296e+10
 46.5845	 13.4589	  4.8917	1.7520e+10
 43.2387	 25.8504	 45.5792	3.1745e+10
 41.4164	 38.6139	 23.9006	3.3133e+10
 44.1574	 43.0888	  6.9320	2.3418e+10
 44.0843	 62.7260	  9.4876	3.9551e+10
 48.2036	 62.2683	 24.2461	2.2377e+10
 47.6519	  9.4898	 59.1729	3.7643e+10
 53.3291	 22.1667	 61.3661	2.4633e+10
 53.1680	 30.1721	  6.4042	3.4694e+10
 50.5133	 28.9415	 24.6822	2.7755e+10
 52.3068	 28.7451	 59.0243	2.3245e+10
 48.2214	 31.2455	 57.0383	3.2612e+10
 53.8573	 40.9522	  6.1948	3.1745e+10
 48.2200	 47.5486	 18.0716	3.7469e+10
 48.9897	 51.3140	 44.9106	2.8275e+10
 54.4436	 56.5104	 62.7853	3.6428e+10
 52.7460	  0.3853	  4.1516	3.6081e+10
 52.6557	  0.8584	  4.2356	3.3826e+10
 49.7342	 56.2071	 36.1918	4.1632e+10
 58.4594	  4.8152	 16.1805	3.5388e+10
 59.1968	  5.6708	 60.8074	3.1224e+10
 59.2958	 15.6063	 61.1083	3.0704e+10
 56.7515	 29.3515	 20.4238	2.3071e+10
 54.6104	 41.7325	 11.9275	1.6306e+10
 59.0308	 39.4537	 30.4707	2.8796e+10
 60.9325	 62.2799	 28.5566	3.4520e+10
  5.9911	 12.1340	  5.3718	3.0010e+10
  6.1252	 10.7337	  7.6408	2.7408e+10
 10.7700	 23.2765	 23.0687	3.9377e+10
  8.8502	 20.6235	 31.1463	3.5735e+10
  8.8379	 21.5950	 51.9735	3.7122e+10
  2.0429	 25.9753	 29.5470	2.9663e+10
  7.2031	 29.3521	 39.6319	3.4867e+10
  5.1071	 38.2723	 63.8556	3.8163e+10
  8.2183	 36.7882	  6.4303	3.4000e+10
  2.5463	 47.1426	  5.5843	2.3245e+10
  4.5206	 42.3075	 48.0443	3.6428e+10
  2.2318	 53.8853	  6.4831	3.1224e+10
 63.6366	 55.2619	 14.6855	2.6541e+10
  2.0348	 53.0412	 23.0019	2.3245e+10
  1.2289	 48.7280	 45.1445	3.3306e+10
 63.1065	 61.8425	 29.0156	3.0010e+10
  9.4937	  3.2694	 32.9326	2.8969e+10
 16.4495	  3.4045	 39.0564	3.4000e+10
 11.8413	 12.8734	 31.1638	2.7582e+10
 10.9814	 22.2143	 17.8623	2.9837e+10
 12.9039	 27.4528	 61.1105	3.1918e+10
 10.6516	 31.6725	 41.1613	3.5908e+10
 12.1561	 39.5741	 45.0153	2.6714e+10
 10.8189	 54.7019	  3.3050	3.6949e+10
 16.4417	 54.4925	 56.0343	3.3133e+10
 16.3704	 52.6343	 60.3172	3.6255e+10
 10.7293	 55.1463	 12.9216	2.9490e+10
 20.5395	 63.5158	 58.7323	3.0704e+10
 20.9904	 62.8970	 58.4011	3.7643e+10
 24.1157	 15.7011	 50.7200	3.2265e+10
 19.5538	 23.0842	 15.4980	3.4867e+10
 24.9634	 32.2486	  6.9019	3.6428e+10
 19.8180	 25.6449	 11.7334	3.1224e+10
 21.7538	 26.3947	 11.3207	3.6775e+10
 25.2100	 36.3060	 30.3712	2.7755e+10
 23.8649	 29.7084	 39.6185	3.0704e+10
 21.5869	 34.3573	 57.5255	3.0357e+10
 16.0684	 52.5446	  7.0406	3.2092e+10
 24.3667	 56.6442	 52.4171	2.9490e+10
 22.8074	 62.4726	 54.5791	3.0357e+10
 26.4629	  2.5411	 61.7324	3.6775e+10
 27.5812	 28.5233	  3.6865	2.8796e+10
 29.5000	 33.5071	  3.5095	2.6888e+10
 28.9982	 38.1611	 48.2783	3.8684e+10
 32.1232	 44.2279	 58.4194	3.5388e+10
 25.2069	 57.0960	 61.7087	3.4520e+10
 30.5074	 59.6524	  0.5644	4.0245e+10
 29.0109	 62.4729	 49.9341	2.3071e+10
 29.3671	  0.2125	 53.2268	2.5326e+10
 30.8075	  3.0442	 54.8611	2.0816e+10
 34.2501	 10.1487	 11.2030	3.6081e+10
 33.5304	 15.9907	 32.5797	2.6367e+10
 38.3375	 16.4374	 41.2978	3.3133e+10
 34.8456	  8.5445	 60.7213	3.9724e+10
 36.0559	 15.2405	  4.6469	3.5735e+10
 37.7592	 17.7542	 36.8984	2.2204e+10
 32.3109	 32.6281	  7.8729	3.0184e+10
 35.8436	 24.7735	 30.5522	1.9949e+10
 37.7764	 28.0817	 38.1746	3.3826e+10
 33.9386	 31.0666	 52.1927	2.3939e+10
 40.0702	 42.9745	 18.0404	2.5500e+10
 36.9275	 43.8331	 26.2437	3.5214e+10
 38.5806	 40.7576	 42.5638	2.7582e+10
 33.4037	 55.6589	 51.3246	2.4286e+10
 37.6421	 49.2089	 51.4910	3.6081e+10
 43.2900	 15.0183	 41.3470	2.4806e+10
 45.8749	 16.4148	  3.8765	3.7990e+10
 44.7849	 18.1549	 29.2615	3.7643e+10
 44.8490	 31.2148	 16.4110	2.8102e+10
 42.1703	 34.7106	 49.3642	3.5214e+10
 47.2189	 34.2526	 58.4601	1.1969e+10
 41.4225	 47.4264	  4.2690	3.6255e+10
 41.6124	 47.1140	 15.8767	2.5153e+10
 44.8792	 40.6938	 19.5937	2.3071e+10
 41.8345	 52.4259	 11.9814	1.4745e+10
 43.9999	 51.7841	 26.9789	3.5561e+10
 44.9732	 57.6597	 19.1281	4.0071e+10
 40.4420	 59.9521	 54.0835	3.7296e+10
 51.3292	  9.7482	  8.9653	2.9490e+10
 48.4616	 16.8680	 38.4366	2.6367e+10
 48.9135	 26.5509	 12.4521	2.0643e+10
 46.2400	 30.6879	 24.7583	3.7816e+10
 52.1713	 34.1549	 18.1819	1.5092e+10
 52.2239	 45.4123	  9.2255	3.9204e+10
 49.7392	 45.9458	 21.4912	3.4694e+10
 49.0495	 52.5688	 14.0720	2.5500e+10
 50.8356	 50.9774	 10.8942	2.2031e+10
 49.9069	 49.6377	 21.0284	2.9837e+10
 52.9522	 51.3545	 18.2638	3.7469e+10
 50.7920	 62.9844	 61.4842	2.2898e+10
 55.1316	 10.3761	  2.5769	3.9724e+10
 59.5575	 13.4284	  2.6448	2.2551e+10
 59.8617	  9.5278	  5.0387	3.3306e+10
 60.0725	 15.6181	 38.4755	3.9898e+10
 57.9339	 16.1928	 20.9175	3.0530e+10
 58.2208	 16.7541	  0.6754	3.4347e+10
 55.9663	 28.4994	 19.9113	2.0816e+10
 56.2221	 38.7792	  1.3157	3.9030e+10
 56.4501	 39.6516	  7.4899	3.2439e+10
 62.7427	 33.8633	 20.5867	3.1224e+10
 59.5884	 36.9244	 27.2996	2.2898e+10
 62.3836	 34.8390	 33.8929	3.3306e+10
 61.8176	 36.6732	 39.4377	3.3133e+10
 59.0230	 49.9642	 10.2800	3.8163e+10
 59.1538	 52.4103	 22.2901	3.9030e+10
 59.4146	 62.6466	  9.3763	3.7296e+10
  0.5446	 59.4727	  7.4747	3.3479e+10
 55.4788	 56.3118	 20.1445	2.0990e+10
  7.5742	  5.0552	 62.4834	3.6949e+10
  4.3533	  9.3728	 10.6399	3.5908e+10
  7.9997	 12.5858	  0.4481	2.2031e+10
  2.2654	 15.5949	  5.5461	3.1918e+10
  4.9005	 38.7448	 24.5762	3.3306e+10
  7.2772	 47.6133	  4.6451	2.7235e+10
  7.4352	 43.0718	 19.3610	2.7928e+10
  5.7634	 48.1649	 10.6392	3.3826e+10
 13.9092	  7.9424	 57.9925	1.9428e+10
 10.5535	  8.7923	 61.1816	3.7296e+10
 16.4414	 25.3388	 16.4055	3.3306e+10
 10.0974	 25.6049	 19.9119	3.7816e+10
 15.0635	 53.9113	 63.1983	3.8337e+10
 15.0242	 45.4626	 27.2306	3.5388e+10
 13.3629	 59.9150	  6.8288	3.4000e+10
 18.6997	 29.8276	 51.2093	3.8857e+10
 24.0803	 37.2938	 16.2866	2.0643e+10
 20.6753	 33.8185	 25.3907	2.7061e+10
 20.0178	 60.3116	 30.8042	2.7061e+10
 31.0550	 38.6385	  7.1564	3.4867e+10
 25.2153	 34.5077	 12.2367	2.2204e+10
 24.8778	 33.5760	 31.1780	3.9204e+10
 28.4812	 40.4179	 27.6103	3.7990e+10
 29.6163	 43.5876	 37.8594	3.0530e+10
 31.6348	 47.1501	 12.6100	3.7643e+10
 29.1616	 56.8262	 24.4358	2.7928e+10
 37.3763	 14.9657	 40.9130	3.0704e+10
 34.1325	  7.6467	 56.8209	3.7990e+10
 37.8537	 15.7704	  2.1138	2.0122e+10
 37.2932	 40.0600	 23.9350	3.1918e+10
 41.0396	 41.2906	 24.1821	2.7061e+10
 38.8642	 45.5156	 29.1282	3.1918e+10
 38.5351	 60.6319	 19.3590	2.7061e+10
 46.3998	  3.4289	  3.3871	2.5673e+10
