# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 33.3815	 11.0185	 40.5896	9.5408e+09
 25.3498	 12.3196	 44.8333	5.5510e+09
 24.8442	 10.9894	 50.4178	6.2449e+09
 24.7490	 12.0855	 50.5706	7.4592e+09
 27.6240	 12.7927	 61.2825	8.6734e+09
 29.2505	 14.3602	 62.1915	7.4592e+09
 30.9166	 22.7320	  2.5559	7.4592e+09
 33.0169	 14.6505	  4.6154	8.5000e+09
 22.5106	 24.8168	 15.9930	9.1938e+09
 25.1494	 20.8353	 10.3594	6.0714e+09
 25.9694	 24.7419	 10.8254	6.0714e+09
 28.1513	 23.8742	 13.8976	7.8061e+09
 26.4862	 21.3938	 15.5595	8.1530e+09
 28.7661	 24.6884	 30.9094	9.8877e+09
 31.0658	 24.0459	 33.5518	9.3673e+09
 25.9336	 25.1791	 38.4921	4.5102e+09
 26.7160	 20.4208	 39.5400	9.0204e+09
 28.6561	 25.4411	 36.8206	2.7755e+09
 24.8840	 20.8281	 40.6604	1.0755e+10
 26.9928	 18.9192	 46.3846	8.8469e+09
 29.5405	 23.1025	 44.5005	5.7245e+09
 29.5596	 25.7023	 38.4661	4.6837e+09
 23.6075	 19.7315	 53.3647	8.3265e+09
 26.2088	 18.5960	 47.2253	3.8163e+09
 27.4183	 18.3888	 47.0614	8.5000e+09
 29.1021	 18.5950	 54.3213	8.8469e+09
 28.1731	 23.4076	 47.1177	6.7653e+09
 28.8088	 19.0462	 47.2736	6.0714e+09
 24.9661	 17.4824	 55.0595	4.8571e+09
 28.2626	 14.8263	 62.3028	6.5918e+09
 25.7629	 26.7398	  4.6057	8.8469e+09
 25.5362	 27.8336	  8.4073	8.5000e+09
 26.9034	 27.0693	  3.9514	9.7142e+09
 26.6676	 28.5238	  3.0650	7.6326e+09
 27.2031	 31.5467	  6.9587	9.8877e+09
 28.7212	 29.2720	  4.5286	9.3673e+09
 29.2641	 32.7595	  5.7020	6.5918e+09
 23.0691	 29.7275	 15.2825	0.0000e+00
 25.0535	 26.1740	 28.0115	5.7245e+09
 25.4432	 26.4106	 29.3771	3.1224e+09
 25.6813	 26.3747	 30.3190	7.9796e+09
 27.4218	 26.7756	 35.2029	6.7653e+09
 24.5459	 25.8731	 43.9458	8.5000e+09
 29.8731	 26.2880	 38.4920	4.3367e+09
 23.7584	 25.4220	 50.7047	6.4183e+09
 24.1288	 27.6636	 45.6623	8.5000e+09
 25.9326	 24.8093	 50.7643	9.3673e+09
 31.0380	 27.2667	 49.3061	7.1122e+09
 30.1670	 28.1552	 60.4926	7.8061e+09
 29.3976	 39.3215	 10.5339	9.3673e+09
 30.3855	 38.4151	  9.6476	5.0306e+09
 25.6354	 34.6866	 11.8585	8.5000e+09
 30.0184	 35.6031	 17.9000	8.8469e+09
 25.5851	 34.0735	 31.4117	9.5408e+09
 29.5202	 30.5986	 38.2913	7.9796e+09
 30.8508	 30.8996	 34.3564	6.5918e+09
 25.1434	 34.8764	 44.9121	7.6326e+09
 24.8979	 37.2007	 44.7065	8.6734e+09
 26.0091	 31.7437	 44.2784	6.4183e+09
 27.8539	 30.9500	 45.7576	8.5000e+09
 28.0500	 33.8977	 45.3179	5.0306e+09
 23.5648	 33.6108	 49.0751	7.6326e+09
 27.4676	 37.8653	 51.7466	9.0204e+09
 27.9947	 37.4983	 49.6152	8.6734e+09
 31.4826	 38.9392	 54.3173	8.3265e+09
 23.2366	 33.6727	 54.7642	7.4592e+09
 25.8043	 34.8110	 60.7533	6.0714e+09
 28.5297	 35.7581	 57.0859	9.7142e+09
 31.2498	 34.3978	 58.4732	7.6326e+09
 28.2272	 48.5747	  3.3283	8.5000e+09
 27.8606	 49.2021	  3.6896	1.0061e+10
 31.3215	 41.4108	  1.3181	9.5408e+09
 28.1294	 41.5791	 14.5288	5.2041e+09
 28.2626	 43.1859	 12.2983	7.4592e+09
 26.2035	 42.4014	 18.1691	6.4183e+09
 27.2457	 41.0672	 18.6556	1.0235e+10
 27.0291	 40.0629	 21.9235	8.3265e+09
 27.7916	 41.1417	 21.9408	5.7245e+09
 28.8198	 43.4081	 21.3014	9.8877e+09
 31.5327	 40.5000	 22.1371	5.3775e+09
 26.6592	 40.5477	 25.5090	4.5102e+09
 31.5541	 41.5993	 27.4346	7.1122e+09
 32.0180	 40.0193	 25.7873	6.7653e+09
 26.3061	 43.3994	 41.2290	8.3265e+09
 30.4620	 42.7883	 32.6134	9.7142e+09
 32.9102	 42.0532	 38.0214	5.8979e+09
 24.6279	 43.4080	 45.1051	9.5408e+09
 28.7312	 45.8466	 46.3165	4.1632e+09
 27.7244	 46.7920	 49.6731	7.6326e+09
 31.6161	 45.3029	 48.8581	7.9796e+09
 31.9072	 41.5942	 55.6411	7.6326e+09
 24.5051	 51.6978	  2.0784	0.0000e+00
 25.3548	 54.2443	 13.5506	0.0000e+00
 29.5904	 49.5210	  7.6399	8.1530e+09
 33.4227	 52.5206	 14.4636	8.8469e+09
 34.6080	 48.3901	 13.9510	6.2449e+09
 33.2913	 48.5631	 32.0035	9.0204e+09
 29.3198	 54.6767	 47.7145	6.7653e+09
 28.7421	 56.1194	 56.7121	8.8469e+09
 31.8794	 55.5690	 52.7443	8.3265e+09
 23.1895	 56.7522	 59.1396	6.2449e+09
 24.4579	 53.7957	 63.2041	5.5510e+09
 27.3268	 50.8350	 62.8122	8.6734e+09
 27.1521	 56.2426	 59.8074	6.7653e+09
 30.7918	 48.9987	 57.0176	5.2041e+09
 25.1281	 59.2185	  4.9819	9.1938e+09
 29.2265	 62.2208	  0.8445	7.9796e+09
 26.8978	 59.0941	 13.3559	8.6734e+09
 25.9559	 59.6243	  6.3929	8.5000e+09
 34.0714	 53.8785	 11.5335	8.8469e+09
 25.5173	 62.5296	 39.8394	5.5510e+09
 25.8959	 60.6482	 46.7282	9.7142e+09
 27.1857	 58.6672	 46.8616	9.3673e+09
 30.8028	 63.0337	 48.2279	4.8571e+09
 24.4145	 60.2767	 58.0890	7.2857e+09
 24.5711	 60.6013	 54.0712	5.7245e+09
 27.0227	 58.6808	 54.5484	2.7755e+09
 25.2235	 62.7012	 59.5109	5.2041e+09
 23.7637	 58.7846	 59.0602	0.0000e+00
 33.2407	  7.3485	  4.9821	9.8877e+09
 37.3518	  1.8562	  2.4658	9.7142e+09
 41.6754	  6.6897	  7.2916	9.1938e+09
 41.6907	  1.1093	 10.6751	6.2449e+09
 42.2717	  1.2205	  9.4522	9.0204e+09
 34.2065	  6.3093	 27.4101	7.8061e+09
 35.7662	  9.6590	 28.2552	9.3673e+09
 32.8920	  8.7090	 44.4605	8.5000e+09
 35.9727	  6.2257	 43.2683	3.1224e+09
 35.2165	  6.2019	 46.0664	7.4592e+09
 37.7911	  5.5504	 45.1794	1.0061e+10
 30.7177	  2.8583	 54.5675	7.8061e+09
 33.1421	  4.9552	 55.4773	3.2959e+09
 33.3190	  4.6172	 56.0315	2.0816e+09
 32.1396	  2.6492	 60.5973	6.5918e+09
 36.1891	  9.5543	  0.5406	7.9796e+09
 40.5733	  9.8863	 14.6161	6.4183e+09
 40.5034	 15.4691	 23.9879	6.0714e+09
 40.8147	 14.7755	 18.4788	9.1938e+09
 37.7765	 15.0226	 32.3175	5.5510e+09
 34.0060	 11.6661	 40.0392	4.3367e+09
 34.1133	 12.0297	 39.3963	5.5510e+09
 34.2692	 13.1974	 38.0226	7.8061e+09
 36.8202	 11.1344	 38.4288	7.1122e+09
 37.4999	 11.4991	 37.1951	8.6734e+09
 37.9441	 14.2839	 40.1796	5.0306e+09
 32.7834	 12.5247	 52.3486	7.2857e+09
 38.4284	 13.9738	 47.1447	8.8469e+09
 39.4817	 14.1342	 46.4086	9.3673e+09
 35.6332	  9.0825	 58.7794	8.3265e+09
 36.0801	  9.7808	 61.3351	0.0000e+00
 38.8146	 12.5466	 61.9380	9.7142e+09
 34.1270	 15.8911	  4.9166	7.9796e+09
 34.7525	 14.2774	  6.0129	9.8877e+09
 34.6233	 15.4358	  3.7626	4.8571e+09
 35.8199	 15.8711	  5.4922	4.6837e+09
 38.3524	 17.8769	  5.4017	9.1938e+09
 39.5464	 20.0068	  6.8780	4.6837e+09
 39.0439	 16.6881	  5.2728	5.5510e+09
 37.5040	 23.2838	 24.3718	7.8061e+09
 34.3673	 23.1788	 31.4320	6.9387e+09
 32.5349	 21.0849	 37.2692	1.2143e+09
 36.3564	 21.8600	 37.5925	8.3265e+09
 37.8756	 18.4298	 37.2696	6.4183e+09
 38.5479	 18.3079	 36.6060	8.8469e+09
 39.3815	 22.2476	 38.9893	2.9490e+09
 36.0906	 17.0047	 45.3192	8.6734e+09
 38.8852	 17.5777	 42.7894	7.4592e+09
 33.6162	 17.0804	 52.4161	9.0204e+09
 34.4655	 17.9757	 54.7833	5.7245e+09
 35.3132	 15.4687	 56.0653	8.3265e+09
 39.6047	 24.3976	 45.3357	9.3673e+09
 40.0253	 22.5455	 48.7184	8.1530e+09
 35.1951	 19.8593	 62.8282	7.8061e+09
 36.6543	 20.6050	 60.6642	1.0235e+10
 32.4049	 31.4751	  6.0352	5.8979e+09
 33.9735	 33.2673	  6.3296	4.5102e+09
 38.5004	 32.6354	  4.6738	8.1530e+09
 38.9374	 30.6213	  6.2277	3.2959e+09
 38.9453	 29.1950	  4.9220	2.9490e+09
 33.0129	 28.1019	  9.1308	9.5408e+09
 34.4053	 32.6612	 21.4629	7.1122e+09
 35.0682	 28.1007	 18.6597	9.8877e+09
 32.3963	 27.1596	 32.2917	6.0714e+09
 32.4356	 27.6150	 31.8248	1.7347e+09
 32.6786	 24.8337	 33.4096	7.6326e+09
 35.0096	 26.7081	 34.7241	2.7755e+09
 36.8245	 25.8770	 35.4671	6.4183e+09
 32.8771	 28.9693	 49.2180	3.1224e+09
 35.5813	 27.6396	 49.9512	8.1530e+09
 36.2810	 30.1395	 52.3214	6.4183e+09
 37.8441	 26.7876	 46.0706	7.6326e+09
 38.8312	 29.1998	 48.0918	4.6837e+09
 36.8048	 26.6218	 59.4005	4.3367e+09
 38.5128	 27.6261	 58.6055	9.0204e+09
 38.6157	 29.8120	 58.7976	2.0816e+09
 39.4531	 24.9329	 58.8041	2.9490e+09
 36.5636	 36.2281	  6.6581	3.9898e+09
 34.6420	 37.2358	 14.7529	3.9898e+09
 37.7169	 34.8224	 19.3186	5.8979e+09
 40.8506	 37.6054	 30.5942	4.1632e+09
 40.8131	 37.8355	 31.1398	9.3673e+09
 33.2738	 32.9881	 33.4057	8.8469e+09
 34.2894	 32.5911	 35.8436	9.1938e+09
 34.6375	 30.2863	 33.7169	7.2857e+09
 40.1421	 39.6514	 32.5381	7.9796e+09
 31.6366	 38.6046	 45.2310	8.5000e+09
 34.0708	 34.2468	 39.4900	6.4183e+09
 35.5603	 38.3123	 42.2664	6.0714e+09
 31.7307	 37.5854	 52.0702	4.3367e+09
 32.4288	 38.5441	 52.1727	7.9796e+09
 39.1762	 34.5751	 48.9351	2.9490e+09
 32.2889	 31.8193	 61.6834	9.0204e+09
 33.8339	 34.8429	 58.2255	9.7142e+09
 34.3897	 33.0276	 57.0238	6.9387e+09
 32.7679	 47.3256	  2.8417	6.5918e+09
 34.4532	 44.4444	  1.1683	9.7142e+09
 35.5712	 45.9931	  5.2133	5.3775e+09
 39.8221	 45.4668	  2.7110	9.1938e+09
 33.5968	 42.1059	 14.2600	4.5102e+09
 37.3248	 42.2751	 15.4530	7.8061e+09
 39.4515	 42.7920	 22.4274	6.9387e+09
 36.0570	 42.5187	 25.2350	7.2857e+09
 36.7967	 40.6953	 28.6732	0.0000e+00
 40.7380	 40.9104	 30.2539	8.1530e+09
 39.5051	 40.9691	 31.7981	7.6326e+09
 35.9415	 39.7803	 41.6155	1.0061e+10
 34.9857	 43.4086	 51.6699	7.2857e+09
 35.5955	 41.4095	 50.4218	8.8469e+09
 36.8210	 45.4470	 53.9314	7.1122e+09
 32.5007	 43.8823	 58.7881	8.1530e+09
 37.3334	 44.4652	 60.9878	9.8877e+09
 37.0178	 45.9621	 62.6032	7.2857e+09
 37.4641	 42.1440	 57.3536	4.5102e+09
 38.0843	 42.1838	 58.6632	8.3265e+09
 38.5614	 46.4012	 62.0582	4.3367e+09
 32.4932	 50.7349	  7.2786	7.4592e+09
 32.7916	 53.1286	  7.1045	9.0204e+09
 35.3891	 49.0191	  4.2634	8.6734e+09
 37.1216	 55.2882	  3.6788	7.1122e+09
 34.4075	 53.8406	 11.9669	5.0306e+09
 36.6624	 51.1181	 10.9664	9.1938e+09
 39.2005	 49.7278	 13.1955	5.8979e+09
 40.2614	 53.4968	 12.9094	6.2449e+09
 40.3359	 52.9152	 12.8621	9.1938e+09
 39.9623	 55.7586	 13.1998	7.4592e+09
 38.0589	 52.4855	 14.9954	8.5000e+09
 38.1192	 52.8442	 15.0926	5.3775e+09
 39.9649	 50.0654	 17.9079	5.8979e+09
 40.9545	 48.9986	 23.3209	2.6020e+09
 35.0845	 54.4960	 24.1438	9.1938e+09
 36.4407	 50.1050	 24.3899	9.3673e+09
 40.2649	 54.3153	 24.9513	6.5918e+09
 40.5615	 48.8056	 23.6171	0.0000e+00
 40.6276	 52.0115	 32.6831	6.0714e+09
 32.5519	 57.0207	 50.6350	6.9387e+09
 36.8426	 54.6168	 46.2793	8.3265e+09
 39.1496	 50.3712	 46.8270	8.3265e+09
 32.6668	 49.8372	 50.4489	9.3673e+09
 39.0547	 53.2829	 58.4194	9.0204e+09
 36.9243	 56.5557	  6.7764	6.7653e+09
 37.7997	 63.8015	  0.4376	9.5408e+09
 33.8495	 57.5551	  5.9512	8.6734e+09
 36.8489	 55.6404	 10.7061	7.6326e+09
 38.2191	 58.5968	 15.1709	5.2041e+09
 39.6169	 55.7719	 13.1139	0.0000e+00
 38.1564	 58.2127	 17.5089	6.7653e+09
 38.6402	 61.1827	 21.1570	8.8469e+09
 39.2635	 62.1340	 23.0335	9.3673e+09
 41.0892	 59.2613	 22.9431	5.7245e+09
 34.0104	 63.4241	 31.4944	5.2041e+09
 34.8446	 63.8178	 24.8807	9.8877e+09
 37.3612	 61.1320	 30.2416	6.7653e+09
 38.7607	 58.1320	 26.2689	7.4592e+09
 39.6479	 59.1071	 24.8301	7.4592e+09
 39.2137	 57.9365	 26.2094	5.8979e+09
 37.3225	 60.2186	 32.8974	5.7245e+09
 37.7673	 58.5589	 32.1987	8.6734e+09
 34.5475	 61.3715	 42.5814	0.0000e+00
 39.7030	  0.8737	 44.2870	9.7142e+09
 31.0754	  0.1035	 52.8805	8.5000e+09
 36.6916	 57.3197	 51.0924	8.8469e+09
 37.2436	 62.0280	 52.9964	7.8061e+09
 37.4677	 63.5901	 50.1428	7.9796e+09
 38.1563	 57.8286	 53.8584	8.5000e+09
 38.7139	 57.3060	 51.4337	5.2041e+09
 30.0723	 60.5366	 61.9188	7.9796e+09
 30.3082	 59.7160	 58.9512	4.8571e+09
 32.7159	 58.1171	 56.9937	1.0061e+10
 35.9536	 60.2178	 62.0542	9.1938e+09
 41.0556	  4.3101	  1.8016	5.5510e+09
 44.3466	  3.5670	  2.4055	1.0061e+10
 46.1648	  2.5268	  3.2534	5.7245e+09
 47.6321	  1.4705	  8.0631	6.0714e+09
 45.0451	  2.9594	 17.3016	9.1938e+09
 39.8146	  9.6675	 37.8456	7.6326e+09
 41.6107	  6.1496	 34.3844	6.4183e+09
 39.9120	  3.9846	 45.2937	4.8571e+09
 40.8963	  4.9666	 43.3837	7.6326e+09
 43.1473	  4.3697	 44.1879	9.0204e+09
 44.4899	  6.8868	 47.3016	7.8061e+09
 45.0452	  6.0639	 56.6556	4.6837e+09
 41.4589	  8.6519	  0.3404	5.8979e+09
 42.7086	  6.4795	  0.8717	5.0306e+09
 43.1541	  6.2432	 61.7123	8.3265e+09
 44.1973	  1.2315	 60.6288	9.1938e+09
 42.8024	 13.5508	  2.0498	6.2449e+09
 45.7438	 12.9242	  2.4986	9.3673e+09
 41.5715	 12.5612	 10.8105	9.3673e+09
 43.2560	 11.8266	 14.2248	7.8061e+09
 47.3681	  9.3572	 11.7751	7.1122e+09
 47.8368	 13.0030	  8.3776	9.1938e+09
 42.7830	  9.2693	 17.4636	9.7142e+09
 42.4207	  9.8116	 22.9663	8.1530e+09
 43.2030	  9.7628	 22.0843	7.8061e+09
 44.6522	 10.9683	 23.3177	6.9387e+09
 45.8734	 15.8111	 22.5997	1.0061e+10
 40.2739	 14.2596	 29.7770	8.3265e+09
 41.8165	 15.3464	 25.3540	7.1122e+09
 41.3194	 15.1439	 28.3884	7.9796e+09
 43.1122	 10.3522	 28.0747	7.2857e+09
 43.5636	 14.4389	 27.6222	7.6326e+09
 45.6201	 12.8017	 24.1210	8.6734e+09
 45.5849	 14.0210	 24.8671	9.7142e+09
 40.1213	 12.8717	 35.2987	9.5408e+09
 43.8852	 11.7132	 38.4946	9.1938e+09
 45.9257	 15.3393	 37.7858	6.9387e+09
 40.5567	 13.1781	 44.3786	6.7653e+09
 45.8705	  9.8331	 43.0087	6.0714e+09
 46.6958	 16.5424	 52.4063	2.9490e+09
 41.0483	 14.2583	 63.1337	6.7653e+09
 42.9410	 12.9665	  1.2163	1.0408e+09
 42.0249	 17.0828	  6.9877	7.4592e+09
 43.3604	 21.6631	  5.0084	8.5000e+09
 44.5739	 14.7632	  2.7253	6.5918e+09
 45.0987	 17.7066	  6.4663	3.1224e+09
 44.7445	 15.1489	  2.9482	8.5000e+09
 47.6109	 18.0957	  4.9046	6.9387e+09
 47.6014	 19.3982	  5.6345	9.7142e+09
 41.4415	 16.5253	  6.7646	3.4694e+09
 46.6393	 17.9016	 14.4020	7.6326e+09
 43.0121	 21.0084	 23.8669	8.6734e+09
 45.1594	 21.9874	 20.2841	8.1530e+09
 42.4115	 18.7550	 31.9722	9.3673e+09
 42.7685	 19.2597	 25.2278	7.8061e+09
 42.4841	 22.3927	 27.2198	8.8469e+09
 44.1623	 18.4703	 28.1850	8.5000e+09
 39.9477	 20.8436	 34.2786	6.2449e+09
 42.3511	 18.1980	 32.7902	4.5102e+09
 44.0754	 19.4057	 33.6311	6.2449e+09
 39.3565	 18.4485	 40.9182	9.5408e+09
 41.0974	 22.0602	 44.4283	9.0204e+09
 41.7972	 21.7210	 41.6500	7.4592e+09
 46.9806	 21.2036	 53.0891	8.8469e+09
 41.4229	 14.3937	  0.6816	3.6428e+09
 42.4748	 29.7962	  0.2609	1.0408e+10
 43.9634	 23.2382	  5.3956	8.6734e+09
 45.6561	 24.3812	  4.3172	8.8469e+09
 46.4551	 24.6013	 63.6110	6.0714e+09
 46.4304	 30.5009	  8.4034	7.2857e+09
 43.3842	 25.9104	 22.6071	1.0408e+09
 44.3151	 24.7438	 21.7075	0.0000e+00
 43.3881	 25.6486	 25.1911	8.3265e+09
 38.8272	 25.6936	 34.5294	1.7347e+09
 39.9564	 30.3902	 36.8499	5.5510e+09
 41.6980	 27.0724	 33.1826	9.0204e+09
 44.4440	 29.6159	 33.7495	7.8061e+09
 43.3519	 26.6425	 47.4607	1.5612e+09
 43.7183	 29.4751	 47.4801	6.4183e+09
 44.6632	 24.3593	 45.2593	5.7245e+09
 42.8389	 27.6532	 49.8691	7.6326e+09
 45.1085	 27.9616	 50.9526	8.6734e+09
 42.0008	 28.2637	 56.7929	7.9796e+09
 43.2036	 28.6467	 55.3268	9.1938e+09
 46.1793	 25.9579	 60.7245	4.5102e+09
 40.4382	 32.7211	  4.9612	8.5000e+09
 44.6258	 39.7994	  5.4031	8.3265e+09
 45.6004	 33.9499	  3.7184	8.5000e+09
 46.8818	 32.5631	  2.7449	6.5918e+09
 40.0431	 36.4061	 15.9481	4.3367e+09
 44.0316	 33.1872	  8.1001	9.3673e+09
 41.6595	 37.6626	 18.7020	2.0816e+09
 46.1498	 34.6812	 18.1954	6.9387e+09
 45.0263	 33.4677	 23.7272	6.7653e+09
 40.5035	 31.2776	 37.4415	7.1122e+09
 43.1954	 35.3407	 36.2258	8.8469e+09
 45.3249	 31.9458	 36.6217	4.1632e+09
 41.2731	 37.4475	 40.1973	6.4183e+09
 43.1363	 34.4745	 46.7981	7.8061e+09
 43.1567	 34.8451	 38.0456	7.6326e+09
 44.1176	 33.8254	 43.2058	8.1530e+09
 44.9175	 33.8348	 47.1805	8.1530e+09
 44.7200	 35.7405	 42.3829	7.2857e+09
 45.4763	 31.4188	 44.0202	8.6734e+09
 42.6860	 32.5702	 53.1972	6.0714e+09
 44.9886	 31.3969	 51.8043	8.8469e+09
 45.9298	 35.3350	 50.1106	8.8469e+09
 48.4716	 37.2785	 49.2194	9.0204e+09
 39.5167	 39.0080	 56.1525	7.1122e+09
 42.1900	 38.6587	 63.4193	8.5000e+09
 44.6028	 39.7532	  1.7451	8.6734e+09
 46.3259	 36.0295	 61.0530	8.6734e+09
 40.5492	 46.1232	  4.2925	8.6734e+09
 41.2800	 47.0745	 10.8044	6.7653e+09
 43.2175	 45.8305	 12.8973	8.8469e+09
 42.9789	 41.4672	 17.2903	7.8061e+09
 45.3212	 42.7871	 14.7419	7.8061e+09
 43.2043	 41.3009	 17.6073	5.7245e+09
 45.2101	 44.6212	 17.1815	6.0714e+09
 45.0202	 39.0417	 22.8078	6.0714e+09
 45.9302	 44.1013	 19.6691	5.8979e+09
 43.0429	 42.5378	 29.7817	5.0306e+09
 40.5270	 40.1323	 32.5737	5.7245e+09
 40.6950	 39.7318	 36.9636	4.5102e+09
 43.4144	 43.9759	 33.6254	6.9387e+09
 43.6347	 41.5744	 29.7433	2.4286e+09
 46.8851	 44.7074	 35.6068	3.6428e+09
 39.9225	 45.3151	 44.9383	7.2857e+09
 39.1786	 40.9691	 52.3570	5.8979e+09
 42.4179	 45.9304	 54.9411	9.3673e+09
 41.4846	 43.2141	 56.4862	7.2857e+09
 42.5694	 48.4346	  3.5004	8.3265e+09
 43.0894	 52.8760	  6.4507	5.0306e+09
 44.6090	 49.1311	  8.1371	8.8469e+09
 46.1780	 51.3392	  4.6672	6.5918e+09
 45.6781	 49.2525	 14.7765	6.0714e+09
 41.6719	 49.8544	 22.9965	1.0235e+10
 43.7708	 48.0423	 15.9901	9.3673e+09
 44.8340	 48.3184	 16.8031	9.0204e+09
 47.6552	 52.2973	 16.1191	6.4183e+09
 43.6798	 47.0422	 24.6819	6.5918e+09
 45.5838	 52.4567	 24.8332	5.5510e+09
 42.0393	 48.4210	 34.3232	6.9387e+09
 43.4376	 51.3781	 31.7428	8.1530e+09
 46.0992	 49.6417	 42.6602	4.5102e+09
 39.7899	 47.1540	 51.0750	9.5408e+09
 40.1486	 55.6988	 54.8344	7.9796e+09
 41.2141	 50.3718	 55.6501	8.3265e+09
 44.5162	 52.6934	 51.9137	7.4592e+09
 45.3028	 51.1007	 53.3179	8.5000e+09
 45.2129	 55.2296	 50.6793	8.8469e+09
 45.7925	 48.3389	 55.2338	7.4592e+09
 39.6274	 54.0038	 58.9256	5.2041e+09
 41.2999	 55.8960	 63.2714	7.9796e+09
 44.9042	 48.2345	  0.6322	9.0204e+09
 39.7221	 56.7580	  5.6762	4.6837e+09
 40.9146	 58.0502	  4.3479	7.6326e+09
 43.0437	  0.8138	  1.8604	7.6326e+09
 42.9368	 59.1926	  5.4416	9.3673e+09
 45.6579	 60.5831	  7.5301	6.0714e+09
 42.6543	 59.5526	 12.3737	3.8163e+09
 46.2458	 55.1723	 11.6595	6.9387e+09
 46.4155	 60.1061	 12.3441	8.8469e+09
 44.5092	 61.8674	 14.6630	4.1632e+09
 44.3211	 59.8843	 14.5677	4.6837e+09
 45.1519	 62.0981	 21.2312	7.2857e+09
 40.8519	 58.9282	 29.1940	1.9082e+09
 44.0132	 56.7852	 25.6591	6.0714e+09
 45.6568	 57.1897	 25.9866	7.2857e+09
 45.8380	 56.3326	 24.9719	9.7142e+09
 41.0356	 61.9705	 47.2191	7.6326e+09
 41.7862	 61.6029	 46.5273	8.8469e+09
 38.1607	 62.3433	 54.0645	8.8469e+09
 39.9005	 62.7754	 50.2182	7.8061e+09
 40.3245	 61.0155	 52.2560	8.6734e+09
 40.8120	 59.4519	 54.5425	1.5612e+09
 42.4807	 57.9078	 52.8532	4.3367e+09
 39.6571	 62.5215	  0.8853	6.0714e+09
 39.6372	 58.1920	  0.0378	6.4183e+09
 42.7358	 60.4641	 59.6478	9.1938e+09
 49.6337	  7.3121	  0.8700	9.0204e+09
 50.0409	  4.0615	  2.7123	9.0204e+09
 49.3843	  3.2507	 10.5962	8.1530e+09
 50.2256	  6.0855	 21.0927	7.8061e+09
 50.4347	  6.8288	 16.9478	7.4592e+09
 50.7757	  6.8911	 17.1378	9.0204e+09
 51.0857	  5.8402	 19.9345	6.2449e+09
 51.1870	  1.2119	 17.4714	6.7653e+09
 50.9507	  3.4109	 22.9440	5.7245e+09
 52.9035	  3.4457	 30.2372	5.0306e+09
 53.9465	  0.6602	 26.1408	6.7653e+09
 54.1373	  2.6991	 30.8937	7.2857e+09
 53.5356	  1.8126	 23.9377	8.8469e+09
 50.9083	  5.1184	 36.8580	5.8979e+09
 51.6362	  1.1577	 34.9238	3.6428e+09
 49.7074	  3.3842	 52.3726	3.6428e+09
 52.3234	  5.8038	 50.2360	7.6326e+09
 53.8835	  6.4225	 56.4677	6.0714e+09
 53.8107	  8.0624	 50.2113	1.0408e+09
 48.3668	  5.1632	 61.2416	5.0306e+09
 52.9569	  3.7182	  1.7117	3.8163e+09
 49.6913	 10.7675	  7.3697	7.8061e+09
 51.0303	 14.6832	  8.0004	8.1530e+09
 50.7606	 13.0430	  8.0492	9.8877e+09
 50.7070	 12.0343	  9.3013	0.0000e+00
 51.1958	 11.4701	 11.2218	7.2857e+09
 50.0073	 11.4179	 21.5260	5.5510e+09
 51.3763	 13.5824	 15.4886	8.6734e+09
 51.3005	 12.6902	 16.7704	7.4592e+09
 51.4059	 14.5357	 16.7341	9.7142e+09
 52.9107	 15.3224	 22.6800	8.3265e+09
 52.7684	  8.3486	 20.7405	5.7245e+09
 52.6093	 10.7626	 36.6408	5.3775e+09
 53.9741	 10.4694	 36.6611	6.7653e+09
 49.7307	 14.1636	 40.4914	0.0000e+00
 47.6267	 14.1331	 53.2283	6.7653e+09
 49.4600	 17.7471	 49.8015	8.8469e+09
 52.8389	 17.1623	 50.8083	3.4694e+09
 51.8026	 16.3473	 60.2838	6.7653e+09
 49.7945	 19.5987	  6.7875	8.8469e+09
 48.5430	 17.1751	  1.8463	7.4592e+09
 49.4660	 18.1086	  4.5683	7.6326e+09
 53.7504	 19.1412	  1.0549	2.4286e+09
 52.1715	 22.0865	  7.8611	7.1122e+09
 49.0935	 17.2809	 18.2759	9.5408e+09
 53.1198	 20.7765	 21.8363	6.7653e+09
 48.7684	 22.5633	 23.3186	6.9387e+09
 51.5819	 19.2076	 30.7122	9.5408e+09
 53.6933	 17.3175	 24.8792	5.2041e+09
 47.0010	 20.6442	 38.0646	8.3265e+09
 47.8778	 22.0722	 38.2471	9.3673e+09
 53.6387	 16.4507	 32.1788	9.0204e+09
 53.3001	 20.4056	 39.7345	9.5408e+09
 48.7085	 20.2077	 45.8572	9.0204e+09
 50.7615	 19.9852	 40.8627	7.1122e+09
 51.2882	 21.0756	 47.3324	9.1938e+09
 51.6567	 19.2243	 41.2802	6.9387e+09
 53.4081	 22.5325	 48.0472	7.6326e+09
 49.8019	 20.7852	 52.7749	6.9387e+09
 48.8407	 20.0393	 48.3774	7.4592e+09
 49.9092	 20.6805	 52.5033	9.5408e+09
 51.1010	 20.4183	 53.7988	3.6428e+09
 52.2923	 21.9631	 54.9178	6.5918e+09
 51.2918	 19.9603	 61.7316	6.0714e+09
 50.7386	 20.4193	 56.2347	9.5408e+09
 52.1274	 19.6272	 61.7914	6.7653e+09
 51.2742	 32.3713	 15.1489	5.7245e+09
